id,host_response_time,host_response_rate,host_is_superhost,host_has_profile_pic,host_identity_verified,host_verifications_email,host_verifications_phone,host_verifications_reviews,host_verifications_facebook,host_verifications_government_id,calculated_host_listings_count,host_seniority
9736,within_an_hour,100.0,0,1,0,1,1,1,0,1,71,1123
9737,within_an_hour,100.0,1,1,0,1,1,0,0,1,1,634
9738,within_a_day,79.0,0,1,0,1,1,1,0,0,77,1719
9739,within_an_hour,100.0,0,1,0,1,1,1,0,1,2,1292
9740,within_an_hour,100.0,0,1,0,1,1,1,0,0,27,1136
9741,within_an_hour,100.0,0,1,0,1,1,0,0,0,8,751
9742,within_a_few_hours,75.0,0,1,0,0,1,0,0,0,1,634
9743,,,0,1,0,1,1,0,0,0,1,634
9744,within_a_few_hours,75.0,0,1,0,1,1,1,1,1,30,2561
9745,within_a_few_hours,100.0,0,1,0,1,1,0,0,1,6,662
9746,within_a_few_hours,80.0,0,1,0,1,1,0,0,0,2,634
9747,within_an_hour,100.0,1,1,1,1,1,1,0,1,3,2325
9748,within_an_hour,100.0,0,1,0,1,1,0,0,0,8,751
9749,within_an_hour,100.0,1,1,0,1,1,1,0,1,1,2187
9750,within_an_hour,100.0,0,1,0,1,1,0,0,0,8,751
9751,within_an_hour,100.0,0,1,0,1,1,0,0,0,8,751
9752,within_an_hour,100.0,0,1,0,1,1,1,0,1,31,1024
9753,within_an_hour,100.0,1,1,0,1,1,1,0,1,1,2156
9754,within_an_hour,100.0,1,1,0,1,1,1,0,1,2,958
9755,within_an_hour,100.0,0,1,1,1,1,1,1,1,5,2126
9756,within_an_hour,99.0,0,1,0,1,1,1,0,0,121,1785
9757,within_an_hour,100.0,1,1,0,1,1,0,0,0,1,1277
9758,within_an_hour,100.0,0,1,0,1,1,1,0,0,23,1890
9759,within_an_hour,100.0,0,1,0,1,1,1,0,0,23,1890
9760,within_an_hour,100.0,0,1,0,1,1,1,0,0,23,1890
9761,within_an_hour,99.0,0,1,1,1,1,1,0,1,32,2254
9762,within_an_hour,98.0,0,1,0,1,1,1,0,0,26,952
9763,within_an_hour,100.0,1,1,0,1,1,0,0,1,1,1568
9764,within_an_hour,100.0,0,1,0,1,1,0,0,0,1,634
9765,within_a_day,60.0,0,1,0,1,1,1,0,1,2,1759
9766,within_an_hour,100.0,1,1,1,1,1,1,0,1,1,1668
9767,,,1,1,0,1,1,0,0,1,4,662
9768,within_an_hour,97.0,0,1,0,1,1,1,0,1,97,1187
9769,within_a_few_hours,100.0,0,1,0,1,1,0,0,1,6,662
9770,within_an_hour,97.0,0,1,0,1,1,1,0,1,97,1187
9771,within_an_hour,100.0,0,1,0,1,1,1,0,1,21,2608
9772,within_an_hour,100.0,0,1,0,1,1,1,0,1,31,1024
9773,within_an_hour,100.0,0,1,1,1,1,1,1,1,1,1284
9774,within_an_hour,70.0,0,1,0,1,1,0,0,1,1,631
9775,within_an_hour,100.0,1,1,0,1,1,1,0,1,22,2247
9776,,,0,1,1,1,1,1,0,1,1,918
9777,within_an_hour,100.0,0,1,0,1,1,0,0,1,4,703
9778,within_an_hour,100.0,0,1,0,1,1,0,0,0,1,631
9779,within_an_hour,100.0,1,1,0,1,1,1,0,1,1,2372
9780,within_an_hour,100.0,0,1,0,1,1,0,0,1,4,703
9781,within_an_hour,97.0,0,1,0,1,1,1,0,1,97,1187
9782,within_an_hour,97.0,0,1,0,1,1,1,0,1,97,1187
9783,within_an_hour,97.0,0,1,0,1,1,1,0,1,97,1187
9784,a_few_days_or_more,40.0,0,1,0,1,1,0,0,1,2,2239
9786,,,0,1,0,1,1,1,0,1,1,2022
9787,within_an_hour,100.0,0,1,0,1,1,1,1,0,2,1258
9788,,,0,1,0,1,1,0,0,1,1,631
9789,,,0,1,0,1,1,0,1,1,1,1117
9790,,,0,1,0,1,1,0,0,0,1,640
9791,within_an_hour,100.0,0,1,1,1,1,1,0,1,8,1144
9792,within_an_hour,100.0,0,1,0,1,1,1,0,1,10,2863
9793,within_a_few_hours,90.0,0,1,0,1,1,1,0,1,36,1691
9794,within_an_hour,100.0,0,1,1,1,1,1,0,1,11,1571
9795,within_a_day,60.0,0,1,0,1,1,0,0,0,1,634
9796,within_an_hour,100.0,1,1,1,1,1,1,0,1,3,2246
9797,within_a_few_hours,100.0,0,1,0,1,1,1,0,1,1,1341
9798,within_a_few_hours,89.0,0,1,1,1,1,1,0,1,24,2103
9799,within_an_hour,100.0,0,1,1,1,1,1,0,1,4,1689
9800,,,0,1,0,1,1,1,0,0,4,947
9801,within_an_hour,92.0,0,1,0,1,1,0,0,1,2,629
9802,within_an_hour,100.0,1,1,0,0,1,0,0,0,4,629
9803,within_an_hour,100.0,0,1,0,1,1,1,0,1,3,1221
9804,within_a_few_hours,95.0,0,1,1,1,1,1,0,1,3,1503
9805,within_a_few_hours,100.0,0,1,0,1,1,1,0,0,13,857
9806,within_a_few_hours,89.0,0,1,1,1,1,1,0,1,24,2103
9807,within_an_hour,100.0,0,1,0,1,1,1,0,1,11,2893
9808,within_an_hour,100.0,0,1,0,1,1,0,0,1,2,1652
9809,within_an_hour,100.0,1,1,0,0,1,0,0,1,4,774
9810,,,0,1,0,1,1,0,0,0,1,628
9811,within_an_hour,100.0,0,1,0,1,1,0,0,1,1,628
9812,within_a_day,100.0,0,1,0,1,1,1,1,1,2,1635
9813,,,0,1,1,1,1,1,0,1,1,2658
9814,,,0,1,0,1,1,0,0,0,1,779
9815,within_a_few_hours,90.0,0,1,0,1,1,1,0,1,36,1691
9816,within_an_hour,100.0,0,1,0,0,1,0,0,1,1,627
9817,,,0,1,0,1,1,1,0,0,1,2612
9818,within_an_hour,97.0,0,1,0,1,1,1,0,1,97,1187
9819,within_an_hour,100.0,1,1,1,1,1,1,0,1,3,3211
9820,within_an_hour,100.0,0,1,0,1,1,0,0,1,4,703
9821,within_an_hour,100.0,0,1,0,1,1,0,0,1,1,627
9822,within_an_hour,94.0,0,1,0,1,1,0,0,1,252,1158
9823,within_an_hour,94.0,0,1,0,1,1,0,0,1,252,1158
9824,within_an_hour,94.0,0,1,0,1,1,0,0,1,252,1158
9825,within_an_hour,94.0,0,1,0,1,1,0,0,1,252,1158
9826,within_an_hour,94.0,0,1,0,1,1,0,0,1,252,1158
9827,within_an_hour,94.0,0,1,0,1,1,0,0,1,252,1158
9828,within_an_hour,94.0,0,1,0,1,1,0,0,1,252,1158
9829,within_an_hour,94.0,0,1,0,1,1,0,0,1,252,1158
9830,within_an_hour,85.0,0,1,0,1,1,1,0,1,44,1235
9831,within_an_hour,100.0,0,1,0,1,1,0,0,1,4,703
9832,within_a_day,50.0,0,1,1,1,1,1,0,1,3,2071
9833,within_a_day,75.0,0,1,0,1,1,0,0,0,2,627
9834,within_an_hour,90.0,0,1,0,1,1,0,0,0,3,627
9835,within_a_day,100.0,0,1,0,1,1,0,0,0,1,627
9836,within_a_few_hours,100.0,1,1,0,1,1,0,0,0,2,705
9837,within_an_hour,100.0,0,1,1,1,1,0,0,1,3,627
9838,within_an_hour,100.0,0,1,0,1,1,0,0,1,1,1199
9839,within_an_hour,100.0,0,1,0,1,1,1,0,0,27,1136
9840,,,0,1,0,1,1,0,0,1,1,639
9841,within_an_hour,100.0,0,1,0,1,0,0,0,1,1,2388
9842,within_an_hour,100.0,0,1,0,1,1,0,0,1,23,896
9843,within_an_hour,100.0,0,1,0,1,1,1,0,1,1,2288
9844,within_an_hour,100.0,1,1,0,1,1,1,0,1,3,2314
9845,within_an_hour,86.0,0,1,0,1,1,0,0,1,2,627
9846,within_an_hour,86.0,0,1,0,1,1,0,0,1,2,627
9847,within_an_hour,97.0,0,1,0,1,1,1,0,1,10,2088
9848,within_an_hour,100.0,0,1,0,1,1,0,0,0,1,625
9849,within_a_few_hours,90.0,0,1,0,1,1,1,0,1,36,1691
9850,within_an_hour,99.0,0,1,0,1,1,1,0,1,13,1201
9851,,,0,1,0,0,1,0,0,0,1,625
9852,within_an_hour,100.0,0,1,0,1,1,1,0,1,9,1574
9853,within_an_hour,100.0,0,1,1,1,1,1,0,1,66,1772
9854,within_an_hour,100.0,0,1,0,1,1,0,0,0,5,2319
9855,within_an_hour,96.0,0,1,0,1,1,1,0,1,9,808
9856,within_an_hour,100.0,0,1,1,1,1,1,0,1,66,1772
9857,,,0,1,1,1,1,1,0,1,1,2042
9858,within_an_hour,100.0,1,1,0,1,1,1,0,1,2,1476
9859,within_an_hour,94.0,0,1,0,1,1,0,0,1,252,1158
9860,within_an_hour,100.0,0,1,0,1,1,1,0,1,1,2192
9861,within_an_hour,100.0,0,1,1,1,1,1,1,1,2,2106
9862,within_an_hour,100.0,1,1,0,1,1,0,0,1,1,625
9863,within_a_day,80.0,0,1,1,1,1,1,0,1,2,2466
9864,within_an_hour,100.0,0,1,0,1,1,0,0,0,1,1429
9865,within_an_hour,100.0,0,1,0,1,1,1,0,0,6,1917
9867,,,0,1,0,1,1,0,0,0,1,624
9868,within_an_hour,100.0,1,1,0,1,1,0,0,1,1,624
9869,within_an_hour,100.0,0,1,0,1,1,1,0,0,27,1136
9870,within_an_hour,100.0,0,1,1,1,1,1,1,1,1,1435
9871,,,0,1,0,1,1,0,0,1,1,624
9872,,,0,1,0,1,0,0,0,0,1,624
9873,within_an_hour,100.0,1,1,1,1,1,0,0,1,2,624
9874,within_a_day,60.0,0,1,0,1,1,0,0,0,1,1882
9875,,,0,1,0,1,1,0,0,1,25,624
9876,within_a_few_hours,88.0,0,1,0,1,1,0,0,0,2,624
9877,,,0,1,0,1,1,0,0,1,25,624
9878,,,0,1,0,1,1,0,0,1,25,624
9879,,,0,1,0,1,1,0,0,1,25,624
9880,,,0,1,0,1,1,0,0,1,25,624
9881,within_an_hour,100.0,1,1,0,1,1,0,0,1,2,655
9882,within_an_hour,100.0,0,1,0,1,1,0,0,1,16,624
9883,within_an_hour,100.0,0,1,0,1,1,1,0,0,4,934
9884,within_an_hour,100.0,0,1,0,1,1,1,0,1,11,987
9885,,,0,1,0,1,1,0,0,1,1,623
9886,,,0,1,0,1,1,0,0,1,25,624
9887,,,0,1,0,1,1,0,0,1,25,624
9888,within_an_hour,100.0,0,1,0,1,1,1,0,1,18,1713
9889,,,0,1,0,1,1,0,1,0,1,915
9890,within_an_hour,100.0,1,1,1,1,1,1,0,1,3,3211
9891,within_an_hour,100.0,1,1,1,1,1,1,0,1,3,3211
9892,within_an_hour,100.0,1,1,1,1,1,0,0,1,2,623
9893,,,0,1,0,1,1,0,0,1,25,624
9894,within_an_hour,100.0,0,1,0,1,1,0,0,1,16,624
9895,,,0,1,0,1,1,0,0,1,25,624
9896,within_an_hour,100.0,0,1,0,1,1,0,0,1,16,624
9897,within_an_hour,100.0,0,1,0,1,1,0,0,1,16,624
9898,,,0,1,0,1,1,0,0,1,25,624
9899,,,0,1,0,1,1,0,0,0,1,623
9900,within_a_few_hours,100.0,1,1,1,1,1,1,0,1,2,2310
9901,within_an_hour,100.0,0,1,0,1,1,0,0,0,3,691
9902,within_an_hour,100.0,0,1,0,1,1,1,0,1,18,1713
9903,within_an_hour,100.0,1,1,0,0,1,0,0,1,4,774
9904,within_a_day,64.0,0,1,0,1,1,0,0,0,5,625
9905,,,0,1,0,1,1,0,0,1,1,622
9906,within_an_hour,100.0,0,1,0,1,1,0,0,1,2,759
9907,within_an_hour,100.0,1,1,0,1,1,1,0,1,48,1085
9908,within_an_hour,100.0,1,1,0,1,1,1,0,1,2,757
9909,within_an_hour,100.0,0,1,0,1,1,0,0,0,1,718
9910,within_a_few_hours,100.0,0,1,0,1,1,1,1,0,1,985
9911,within_an_hour,100.0,0,1,0,1,1,1,0,1,18,1713
9912,within_an_hour,100.0,0,1,0,1,1,0,0,0,3,660
9913,,,0,1,0,1,1,0,0,1,25,624
9914,,,0,1,0,1,1,0,0,1,25,624
9915,,,0,1,0,1,1,0,0,1,25,624
9916,,,0,1,0,1,1,0,0,1,25,624
9917,within_an_hour,100.0,1,1,0,1,1,1,1,1,7,1242
9918,within_a_few_hours,100.0,1,1,1,1,1,1,0,1,3,2781
9919,within_a_day,64.0,0,1,0,1,1,0,0,0,5,625
9920,within_an_hour,100.0,0,1,0,1,1,1,0,1,2,1984
9921,within_an_hour,90.0,0,1,0,1,1,1,0,1,1,3075
9922,within_an_hour,79.0,0,1,0,1,1,0,0,1,1,620
9923,within_an_hour,97.0,0,1,0,1,1,1,0,1,97,1187
9924,within_an_hour,100.0,1,1,0,1,1,0,0,1,3,680
9925,within_an_hour,100.0,0,1,1,1,1,1,1,1,2,1622
9926,,,0,1,0,1,1,0,0,1,25,624
9927,,,0,1,0,1,1,0,0,1,25,624
9928,,,0,1,0,1,1,0,0,1,25,624
9929,,,0,1,0,1,1,0,0,1,25,624
9930,within_a_few_hours,100.0,1,1,0,1,1,1,0,1,1,1700
9931,,,0,1,0,1,1,0,0,1,25,624
9932,,,0,1,0,1,1,0,0,1,25,624
9933,,,0,1,0,1,1,0,0,1,25,624
9934,,,0,1,0,1,1,0,0,1,25,624
9935,within_an_hour,100.0,0,1,0,1,1,0,0,0,2,2253
9936,within_an_hour,100.0,0,1,0,1,1,0,0,1,1,619
9937,within_an_hour,100.0,0,1,0,1,1,1,0,1,18,1713
9938,within_an_hour,100.0,0,1,0,1,1,1,0,1,18,1713
9939,,,0,1,0,1,1,0,0,1,1,1900
9940,,,0,1,0,1,1,0,0,0,1,851
9941,within_a_day,100.0,0,1,0,1,1,0,0,0,1,622
9942,within_an_hour,100.0,1,1,0,1,1,0,0,1,1,619
9943,within_an_hour,100.0,1,1,0,1,1,0,0,1,3,680
9944,a_few_days_or_more,0.0,0,1,0,0,1,0,0,0,2,651
9945,,,0,1,0,1,1,0,0,1,25,624
9946,,,0,1,0,1,1,0,0,1,25,624
9947,within_a_few_hours,87.0,0,1,1,1,1,0,0,1,1,1284
9948,within_a_few_hours,100.0,0,1,0,1,1,0,0,1,1,618
9949,within_a_few_hours,100.0,1,1,1,1,1,1,0,1,1,2119
9950,within_an_hour,100.0,0,1,0,1,1,1,0,0,3,1372
9951,within_a_few_hours,100.0,0,1,0,1,1,0,0,1,1,1598
9952,within_an_hour,100.0,0,1,1,1,1,1,0,1,66,1772
9953,within_a_few_hours,100.0,0,1,0,1,1,0,0,0,3,2721
9954,within_a_few_hours,100.0,0,1,0,1,1,0,0,0,3,2721
9955,within_an_hour,90.0,0,1,0,0,1,0,0,1,1,618
9956,within_an_hour,100.0,0,1,0,1,1,0,0,1,1,1597
9957,within_an_hour,100.0,1,1,1,1,1,0,0,1,1,627
9958,within_an_hour,80.0,0,1,0,0,1,0,0,1,1,617
9959,within_a_day,70.0,0,1,0,1,1,1,0,0,7,1026
9960,,,0,1,0,1,1,0,0,0,1,617
9961,within_an_hour,100.0,1,1,0,1,1,0,0,1,1,618
9962,within_an_hour,100.0,0,1,0,1,1,1,0,1,6,975
9963,within_an_hour,100.0,0,1,0,1,1,0,0,1,1,889
9964,within_an_hour,100.0,0,1,0,1,1,1,1,1,6,1027
9965,within_an_hour,100.0,0,1,0,1,1,0,0,1,1,617
9966,within_a_few_hours,100.0,0,1,0,1,1,0,0,0,3,2721
9967,,,0,1,0,1,1,0,0,0,1,617
9968,within_an_hour,100.0,0,1,0,1,1,1,0,1,13,959
9969,,,0,1,0,1,1,0,0,0,1,786
9970,,,0,1,1,1,1,0,0,1,1,618
9971,,,1,1,0,1,1,1,0,1,2,985
9972,within_an_hour,100.0,0,1,0,1,1,0,0,1,1,2155
9973,within_a_few_hours,100.0,0,1,0,1,1,0,0,0,1,615
9974,within_a_day,100.0,1,1,0,1,1,1,1,0,1,1343
9975,within_an_hour,100.0,1,1,0,1,1,1,0,1,3,1008
9976,within_an_hour,95.0,1,1,1,1,1,1,0,1,1,1594
9977,within_an_hour,100.0,0,1,0,1,1,0,0,0,2,1618
9978,within_an_hour,100.0,0,1,0,1,1,0,0,0,2,1618
9979,within_an_hour,100.0,0,1,1,1,1,1,0,1,3,1339
9980,within_an_hour,100.0,1,1,0,0,1,0,0,1,1,614
9981,within_an_hour,100.0,1,1,0,1,1,0,0,1,2,705
9982,within_an_hour,100.0,0,1,0,1,1,1,0,1,24,798
9983,,,0,1,0,1,1,1,0,1,1,1856
9984,within_an_hour,100.0,0,1,0,1,1,0,1,1,1,1398
9985,,,0,1,0,1,1,0,0,0,1,661
9986,within_an_hour,100.0,0,1,0,1,1,1,1,1,1,2691
9987,within_an_hour,80.0,0,1,1,1,1,1,0,1,5,2612
9988,within_an_hour,100.0,0,1,1,1,1,1,1,1,6,1498
9989,within_an_hour,97.0,0,1,0,1,1,1,0,1,97,1187
9990,within_an_hour,100.0,0,1,0,1,1,1,0,1,1,2530
9991,within_an_hour,97.0,0,1,0,1,1,1,0,1,97,1187
9992,within_an_hour,100.0,0,1,0,1,1,0,0,1,1,1306
9993,a_few_days_or_more,10.0,0,1,0,1,1,0,0,0,1,662
9994,within_an_hour,100.0,0,1,0,0,1,0,0,0,3,717
9995,within_an_hour,100.0,0,1,0,0,1,0,0,1,4,613
9996,,,0,1,1,1,1,1,1,1,19,1318
9997,within_an_hour,100.0,1,1,0,1,1,1,0,1,3,812
9998,,,1,1,0,1,1,1,0,1,1,1417
9999,within_an_hour,100.0,0,1,0,1,1,0,0,1,2,613
10000,within_an_hour,100.0,0,1,0,1,1,0,0,1,1,612
10001,within_an_hour,100.0,0,1,0,1,1,0,0,0,1,612
10002,within_an_hour,100.0,0,1,0,1,1,1,0,1,10,2405
10003,within_an_hour,100.0,0,1,0,0,1,0,0,1,4,613
10004,within_an_hour,100.0,0,1,0,0,1,0,0,1,4,613
10005,within_an_hour,100.0,0,1,1,1,1,1,0,1,1,1777
10006,within_an_hour,100.0,1,1,0,1,1,1,1,0,6,3528
10007,within_an_hour,75.0,0,1,0,1,1,0,0,0,2,715
10008,a_few_days_or_more,33.0,0,1,0,0,1,0,0,1,1,612
10009,within_an_hour,94.0,0,1,0,1,1,0,0,1,252,1158
10010,within_an_hour,100.0,0,1,0,1,1,0,0,0,8,751
10011,within_an_hour,100.0,0,1,0,1,1,0,0,1,1,1107
10012,within_an_hour,97.0,0,1,0,1,1,1,0,1,97,1187
10013,within_an_hour,100.0,0,1,0,1,1,1,0,1,4,855
10014,within_an_hour,100.0,0,1,0,1,1,0,0,1,2,612
10015,within_an_hour,100.0,1,1,0,1,1,0,0,1,1,612
10016,,,0,1,1,1,1,1,1,1,19,1318
10017,within_an_hour,100.0,1,1,0,1,1,1,0,1,17,1291
10018,,,0,1,1,1,1,1,1,1,19,1318
10019,,,0,1,1,1,1,1,1,1,19,1318
10020,within_an_hour,100.0,1,1,0,1,1,1,0,1,2,1476
10021,within_an_hour,100.0,1,1,0,1,1,1,1,1,7,1242
10022,within_an_hour,100.0,0,1,0,1,1,1,0,1,6,910
10023,within_an_hour,97.0,0,1,0,1,1,1,0,1,97,1187
10024,,,0,1,1,1,1,1,1,1,19,1318
10025,,,0,1,1,1,1,1,1,1,2,2586
10026,within_an_hour,100.0,1,1,0,1,1,1,0,1,2,955
10027,within_a_day,100.0,0,1,1,1,1,1,1,1,1,1615
10028,within_an_hour,100.0,1,1,1,1,1,1,0,1,1,3529
10029,within_an_hour,100.0,0,1,0,1,1,1,0,1,1,956
10030,within_a_few_hours,89.0,0,1,1,1,1,0,0,1,1,628
10031,within_a_few_hours,100.0,1,1,0,1,1,1,0,1,2,2319
10032,within_an_hour,98.0,0,1,0,1,1,1,0,0,26,952
10033,within_an_hour,97.0,0,1,0,1,1,1,0,1,97,1187
10034,within_an_hour,100.0,0,1,0,1,1,1,0,1,18,1713
10035,within_an_hour,100.0,1,1,0,1,1,1,0,1,2,1129
10036,within_an_hour,100.0,0,1,0,1,1,0,0,0,1,2326
10037,within_an_hour,97.0,0,1,0,1,1,1,0,1,97,1187
10038,within_an_hour,90.0,0,1,0,1,1,1,0,1,3,724
10039,,,0,1,1,1,1,1,0,1,1,2014
10040,within_a_few_hours,100.0,0,1,0,1,1,0,0,0,1,683
10041,,,0,1,0,1,1,1,0,0,2,2639
10042,within_an_hour,97.0,0,1,0,1,1,1,0,1,97,1187
10043,within_an_hour,100.0,0,1,0,1,1,1,0,0,62,1616
10044,,,1,1,1,1,1,1,0,1,18,1086
10045,within_an_hour,100.0,0,1,0,1,1,0,0,0,1,609
10046,within_an_hour,100.0,0,1,0,1,1,1,0,1,5,1306
10047,within_an_hour,100.0,1,1,0,1,1,1,0,1,6,1529
10048,,,0,1,0,1,1,0,0,0,1,1350
10049,within_a_day,100.0,0,1,0,1,1,1,0,1,1,962
10050,,,0,1,0,0,1,0,0,0,1,607
10051,within_an_hour,100.0,0,1,0,0,1,0,0,0,3,660
10052,within_a_few_hours,100.0,0,1,0,1,1,1,0,1,3,900
10053,within_an_hour,100.0,1,1,0,1,1,1,0,1,6,769
10054,within_an_hour,100.0,0,1,0,1,1,0,0,1,1,607
10055,within_a_few_hours,100.0,0,1,0,1,1,1,0,0,1,1992
10056,within_an_hour,100.0,0,1,0,1,1,1,0,1,71,1123
10057,within_an_hour,100.0,0,1,1,1,1,1,0,1,6,1423
10058,,,0,1,0,1,1,0,0,1,29,606
10059,,,0,1,1,1,1,0,0,1,26,609
10060,,,0,1,1,1,1,0,0,1,26,609
10061,within_an_hour,100.0,0,1,1,1,1,1,0,1,13,2559
10062,within_an_hour,100.0,0,1,0,1,1,0,0,1,1,606
10063,,,0,1,0,1,1,0,0,1,2,606
10064,within_an_hour,100.0,0,1,1,1,1,1,0,1,7,1353
10065,within_an_hour,100.0,0,1,0,1,1,0,0,1,1,606
10066,within_an_hour,100.0,1,1,1,1,1,0,0,1,1,606
10067,within_a_day,90.0,1,1,0,1,1,0,0,0,7,616
10068,within_an_hour,100.0,1,1,0,1,1,1,0,1,48,1085
10069,within_an_hour,95.0,0,1,0,1,1,0,0,0,19,938
10070,within_an_hour,97.0,0,1,0,0,1,1,0,1,4,747
10071,,,0,1,0,1,1,1,1,1,1,1378
10072,within_an_hour,100.0,0,1,0,1,1,0,0,0,2,625
10073,within_an_hour,97.0,0,1,0,0,1,1,0,1,4,747
10074,within_an_hour,100.0,0,1,0,1,1,0,0,0,2,625
10075,,,0,1,0,1,1,1,0,1,1,1283
10076,within_an_hour,100.0,1,1,0,1,1,0,0,1,1,605
10077,,,0,1,0,1,1,0,0,1,2,606
10078,within_an_hour,100.0,1,1,0,0,1,0,0,1,1,605
10079,within_an_hour,100.0,0,1,0,1,1,0,0,1,2,613
10081,within_a_day,56.0,0,1,0,1,1,0,0,0,1,1363
10082,within_an_hour,94.0,0,1,0,1,1,1,0,1,7,794
10083,within_an_hour,100.0,0,1,0,1,1,0,0,1,1,604
10084,within_a_day,64.0,0,1,0,1,1,0,0,0,5,625
10085,within_an_hour,97.0,0,1,0,1,1,1,0,1,97,1187
10086,within_an_hour,100.0,1,1,0,1,1,0,0,1,1,604
10087,within_an_hour,100.0,0,1,0,1,1,1,0,1,2,2031
10088,within_an_hour,100.0,0,1,0,1,1,0,0,1,1,1629
10089,within_a_few_hours,100.0,0,1,1,1,1,1,0,1,1,2121
10090,within_an_hour,100.0,1,1,0,1,1,0,0,1,3,899
10091,within_an_hour,100.0,0,1,0,1,1,1,0,1,1,1997
10092,within_an_hour,94.0,0,1,0,1,1,1,0,1,7,794
10093,,,0,1,0,1,1,0,0,0,2,603
10094,within_an_hour,100.0,0,1,0,1,1,1,0,1,1,1433
10095,within_an_hour,100.0,1,1,0,1,1,1,0,1,1,1712
10096,within_an_hour,98.0,0,1,0,1,1,0,0,1,17,639
10097,within_an_hour,100.0,1,1,0,1,1,0,1,1,3,1013
10098,within_an_hour,100.0,0,1,0,1,1,1,0,1,6,990
10099,within_an_hour,100.0,0,1,0,1,1,1,0,1,6,990
10100,within_an_hour,100.0,0,1,0,0,1,0,0,0,1,2885
10101,within_an_hour,100.0,1,1,0,1,1,0,0,1,3,899
10102,within_an_hour,100.0,1,1,1,1,1,1,0,1,3,1417
10104,,,0,1,0,1,1,1,1,1,1,973
10105,within_a_few_hours,89.0,0,1,1,1,1,1,0,1,24,2103
10106,within_a_few_hours,89.0,0,1,1,1,1,1,0,1,24,2103
10107,within_an_hour,100.0,0,1,1,1,1,1,0,1,11,1571
10108,,,0,1,0,1,1,0,1,0,1,929
10109,within_an_hour,99.0,0,1,0,1,1,1,0,0,121,1785
10110,,,0,1,0,1,1,0,0,0,1,2871
10111,within_an_hour,100.0,0,1,0,1,1,1,0,1,3,926
10112,within_an_hour,95.0,0,1,0,1,1,1,0,1,3,1609
10113,,,0,1,0,1,1,0,0,0,1,1403
10114,within_an_hour,100.0,0,1,1,1,1,1,0,1,14,2334
10115,,,0,1,0,1,1,0,0,1,3,749
10116,within_an_hour,98.0,0,1,0,1,1,0,0,1,17,639
10117,,,0,1,0,1,1,0,0,0,1,600
10118,within_a_few_hours,100.0,0,1,0,1,1,0,0,1,1,600
10119,within_an_hour,88.0,0,1,0,1,1,1,0,1,4,1121
10120,within_an_hour,93.0,1,1,0,1,1,1,0,0,12,1934
10121,within_an_hour,100.0,1,1,1,1,1,0,0,1,1,600
10122,within_an_hour,100.0,0,1,0,1,1,1,0,0,2,1704
10123,within_an_hour,100.0,0,1,0,1,1,0,0,1,4,2318
10124,,,0,1,0,1,1,0,1,0,1,1171
10125,,,0,1,0,0,1,0,0,0,1,1293
10126,within_an_hour,100.0,0,1,1,1,1,0,0,1,1,603
10127,within_an_hour,100.0,0,1,0,1,1,0,0,1,1,661
10128,,,0,1,0,0,1,0,0,0,1,599
10129,within_an_hour,100.0,0,1,0,1,1,1,0,1,31,1024
10130,,,0,1,0,1,1,0,0,1,1,679
10131,within_an_hour,100.0,1,1,0,1,1,0,0,1,2,687
10132,within_an_hour,100.0,1,1,0,1,1,1,0,1,6,743
10133,,,0,1,0,1,1,0,1,0,1,1088
10134,within_an_hour,100.0,1,1,0,1,1,0,0,0,1,599
10135,within_a_few_hours,80.0,0,1,0,1,1,1,1,1,4,1479
10136,within_an_hour,100.0,1,1,0,1,1,0,0,0,1,602
10137,within_a_few_hours,92.0,0,1,0,1,1,1,0,1,7,1242
10138,,,0,1,1,1,1,0,0,1,1,660
10139,within_an_hour,96.0,0,1,1,1,1,1,1,1,4,1806
10140,within_an_hour,100.0,1,1,0,1,1,1,0,1,48,1085
10141,within_an_hour,100.0,0,1,0,1,1,0,0,1,1,598
10142,within_an_hour,100.0,0,1,0,1,1,0,0,0,1,598
10143,within_a_few_hours,80.0,0,1,0,1,1,1,1,0,1,1137
10144,within_a_few_hours,100.0,0,1,0,1,1,1,0,1,5,2731
10145,,,0,1,1,1,1,1,1,1,1,1563
10146,,,0,1,0,1,1,0,0,0,1,597
10147,within_an_hour,100.0,0,1,0,1,1,1,0,1,71,1123
10148,within_an_hour,100.0,0,1,0,1,1,1,0,0,1,1150
10149,within_an_hour,100.0,0,1,0,1,1,0,0,1,2,612
10150,within_an_hour,100.0,0,1,0,1,1,1,0,1,1,971
10151,within_a_day,75.0,0,1,0,1,1,1,0,0,1,1208
10152,,,0,1,0,1,1,0,0,1,1,1851
10153,within_an_hour,100.0,0,1,1,1,1,1,0,1,19,2336
10154,within_an_hour,100.0,0,1,0,0,1,1,0,1,1,2318
10155,within_an_hour,100.0,1,1,0,1,1,0,0,0,1,597
10156,within_a_day,79.0,0,1,0,1,1,1,0,0,77,1719
10157,within_an_hour,94.0,0,1,0,1,1,1,0,1,34,2019
10158,within_an_hour,98.0,0,1,0,1,1,0,0,1,17,639
10159,within_a_day,90.0,1,1,0,1,1,1,0,0,18,1201
10160,within_an_hour,94.0,0,1,0,1,1,0,0,1,252,1158
10161,within_an_hour,94.0,0,1,0,1,1,0,0,1,252,1158
10162,within_an_hour,100.0,1,1,0,1,1,1,0,0,9,1204
10163,,,0,1,0,1,1,1,0,0,1,1076
